metodo,imagen_id,nivel_brillo,estado_ojo,ear_ref,clase_ref,ear_mejorada,clase_predicha,resultado
CLAHE,zb0502,B40,abierto,0.246133,abierto,0.218798,abierto,TN
CLAHE,zb0528,B5,abierto,0.232927,abierto,0.236124,abierto,TN
CLAHE,zb0528,B10,abierto,0.232927,abierto,0.229643,abierto,TN
CLAHE,zb0528,B15,abierto,0.232927,abierto,0.223205,abierto,TN
CLAHE,zb0528,B25,abierto,0.232927,abierto,0.2251,abierto,TN
CLAHE,zb0528,B40,abierto,0.232927,abierto,0.225134,abierto,TN
CLAHE,zb0573,B5,abierto,0.191063,abierto,0.200382,abierto,TN
CLAHE,zb0573,B10,abierto,0.191063,abierto,0.193343,abierto,TN
CLAHE,zb0573,B15,abierto,0.191063,abierto,0.189371,abierto,TN
CLAHE,zb0573,B25,abierto,0.191063,abierto,0.185564,abierto,TN
CLAHE,zb0573,B40,abierto,0.191063,abierto,0.195395,abierto,TN
CLAHE,zb0593,B5,abierto,0.221239,abierto,0.221744,abierto,TN
CLAHE,zb0593,B10,abierto,0.221239,abierto,0.226663,abierto,TN
CLAHE,zb0593,B15,abierto,0.221239,abierto,0.223407,abierto,TN
CLAHE,zb0593,B25,abierto,0.221239,abierto,0.209654,abierto,TN
CLAHE,zb0593,B40,abierto,0.221239,abierto,0.217382,abierto,TN
CLAHE,zb0636,B5,abierto,0.238648,abierto,0.246565,abierto,TN
CLAHE,zb0636,B10,abierto,0.238648,abierto,0.242057,abierto,TN
CLAHE,zb0636,B15,abierto,0.238648,abierto,0.233932,abierto,TN
CLAHE,zb0636,B25,abierto,0.238648,abierto,0.240732,abierto,TN
CLAHE,zb0636,B40,abierto,0.238648,abierto,0.244159,abierto,TN
CLAHE,zb0659,B5,abierto,0.243459,abierto,0.239505,abierto,TN
CLAHE,zb0659,B10,abierto,0.243459,abierto,0.242189,abierto,TN
CLAHE,zb0659,B15,abierto,0.243459,abierto,0.231628,abierto,TN
CLAHE,zb0659,B25,abierto,0.243459,abierto,0.241173,abierto,TN
CLAHE,zb0659,B40,abierto,0.243459,abierto,0.240997,abierto,TN
CLAHE,zb0732,B5,abierto,0.238752,abierto,0.232218,abierto,TN
CLAHE,zb0732,B10,abierto,0.238752,abierto,0.231674,abierto,TN
CLAHE,zb0732,B15,abierto,0.238752,abierto,0.229712,abierto,TN
CLAHE,zb0732,B25,abierto,0.238752,abierto,0.236353,abierto,TN
CLAHE,zb0732,B40,abierto,0.238752,abierto,0.246289,abierto,TN
CLAHE,zb0863,B5,abierto,0.250429,abierto,0.24613,abierto,TN
CLAHE,zb0863,B10,abierto,0.250429,abierto,0.238162,abierto,TN
CLAHE,zb0863,B15,abierto,0.250429,abierto,0.245396,abierto,TN
CLAHE,zb0863,B25,abierto,0.250429,abierto,0.250497,abierto,TN
CLAHE,zb0863,B40,abierto,0.250429,abierto,0.25224,abierto,TN
CLAHE,zb0867,B5,abierto,0.256459,abierto,0.240358,abierto,TN
CLAHE,zb0867,B10,abierto,0.256459,abierto,0.245646,abierto,TN
CLAHE,zb0867,B15,abierto,0.256459,abierto,0.247686,abierto,TN
CLAHE,zb0867,B25,abierto,0.256459,abierto,0.254328,abierto,TN
CLAHE,zb0867,B40,abierto,0.256459,abierto,0.258136,abierto,TN
CLAHE,zb0883,B5,abierto,0.227981,abierto,0.237913,abierto,TN
CLAHE,zb0883,B10,abierto,0.227981,abierto,0.233338,abierto,TN
CLAHE,zb0883,B15,abierto,0.227981,abierto,0.233015,abierto,TN
CLAHE,zb0883,B25,abierto,0.227981,abierto,0.233983,abierto,TN
CLAHE,zb0883,B40,abierto,0.227981,abierto,0.236493,abierto,TN
CLAHE,zb0917,B5,abierto,0.218301,abierto,0.230454,abierto,TN
CLAHE,zb0917,B10,abierto,0.218301,abierto,0.218247,abierto,TN
CLAHE,zb0917,B15,abierto,0.218301,abierto,0.217939,abierto,TN
CLAHE,zb0917,B25,abierto,0.218301,abierto,0.221124,abierto,TN
CLAHE,zb0917,B40,abierto,0.218301,abierto,0.218263,abierto,TN
CLAHE,zb0940,B5,abierto,0.207296,abierto,0.21358,abierto,TN
CLAHE,zb0940,B10,abierto,0.207296,abierto,0.213212,abierto,TN
CLAHE,zb0940,B15,abierto,0.207296,abierto,0.20929,abierto,TN
CLAHE,zb0940,B25,abierto,0.207296,abierto,0.217705,abierto,TN
CLAHE,zb0940,B40,abierto,0.207296,abierto,0.20349,abierto,TN
CLAHE,zb0961,B5,abierto,0.258311,abierto,0.247723,abierto,TN
CLAHE,zb0961,B10,abierto,0.258311,abierto,0.257551,abierto,TN
CLAHE,zb0961,B15,abierto,0.258311,abierto,0.253358,abierto,TN
CLAHE,zb0961,B25,abierto,0.258311,abierto,0.260765,abierto,TN
CLAHE,zb0961,B40,abierto,0.258311,abierto,0.248998,abierto,TN
CLAHE,zb0966,B5,abierto,0.242165,abierto,0.247027,abierto,TN
CLAHE,zb0966,B10,abierto,0.242165,abierto,0.243429,abierto,TN
CLAHE,zb0966,B15,abierto,0.242165,abierto,0.237043,abierto,TN
CLAHE,zb0966,B25,abierto,0.242165,abierto,0.257643,abierto,TN
CLAHE,zb0966,B40,abierto,0.242165,abierto,0.245142,abierto,TN
CLAHE,zb0974,B5,abierto,0.246992,abierto,0.253104,abierto,TN
CLAHE,zb0974,B10,abierto,0.246992,abierto,0.244056,abierto,TN
CLAHE,zb0974,B15,abierto,0.246992,abierto,0.255047,abierto,TN
CLAHE,zb0974,B25,abierto,0.246992,abierto,0.245582,abierto,TN
CLAHE,zb0974,B40,abierto,0.246992,abierto,0.258716,abierto,TN
CLAHE,zb0993,B5,abierto,0.260266,abierto,0.249477,abierto,TN
CLAHE,zb0993,B10,abierto,0.260266,abierto,0.262882,abierto,TN
CLAHE,zb0993,B15,abierto,0.260266,abierto,0.264116,abierto,TN
CLAHE,zb0993,B25,abierto,0.260266,abierto,0.257175,abierto,TN
CLAHE,zb0993,B40,abierto,0.260266,abierto,0.243522,abierto,TN
CLAHE,zb1020,B5,abierto,0.253662,abierto,0.2558,abierto,TN
CLAHE,zb1020,B10,abierto,0.253662,abierto,0.268624,abierto,TN
CLAHE,zb1020,B15,abierto,0.253662,abierto,0.257683,abierto,TN
CLAHE,zb1020,B25,abierto,0.253662,abierto,0.250191,abierto,TN
CLAHE,zb1020,B40,abierto,0.253662,abierto,0.265069,abierto,TN
CLAHE,zb1105,B5,abierto,0.267974,abierto,0.258421,abierto,TN
CLAHE,zb1105,B10,abierto,0.267974,abierto,0.262306,abierto,TN
CLAHE,zb1105,B15,abierto,0.267974,abierto,0.254224,abierto,TN
CLAHE,zb1105,B25,abierto,0.267974,abierto,0.260158,abierto,TN
CLAHE,zb1105,B40,abierto,0.267974,abierto,0.268292,abierto,TN
CLAHE,zb1124,B5,abierto,0.222079,abierto,0.216567,abierto,TN
CLAHE,zb1124,B10,abierto,0.222079,abierto,0.21397,abierto,TN
CLAHE,zb1124,B15,abierto,0.222079,abierto,0.224106,abierto,TN
CLAHE,zb1124,B25,abierto,0.222079,abierto,0.21804,abierto,TN
CLAHE,zb1124,B40,abierto,0.222079,abierto,0.217026,abierto,TN
CLAHE,zb1144,B5,abierto,0.234201,abierto,0.241486,abierto,TN
CLAHE,zb1144,B10,abierto,0.234201,abierto,0.237646,abierto,TN
CLAHE,zb1144,B15,abierto,0.234201,abierto,0.229228,abierto,TN
CLAHE,zb1144,B25,abierto,0.234201,abierto,0.231552,abierto,TN
CLAHE,zb1144,B40,abierto,0.234201,abierto,0.233617,abierto,TN
CLAHE,zb1179,B5,abierto,0.246349,abierto,0.249559,abierto,TN
CLAHE,zb1179,B10,abierto,0.246349,abierto,0.244577,abierto,TN
CLAHE,zb1179,B15,abierto,0.246349,abierto,0.241177,abierto,TN
CLAHE,zb1179,B25,abierto,0.246349,abierto,0.237369,abierto,TN
CLAHE,zb1179,B40,abierto,0.246349,abierto,0.232413,abierto,TN
CLAHE,zb1237,B5,abierto,0.22614,abierto,0.222584,abierto,TN
CLAHE,zb1237,B10,abierto,0.22614,abierto,0.227984,abierto,TN
CLAHE,zb1237,B15,abierto,0.22614,abierto,0.222346,abierto,TN
CLAHE,zb1237,B25,abierto,0.22614,abierto,0.233969,abierto,TN
CLAHE,zb1237,B40,abierto,0.22614,abierto,0.225059,abierto,TN
CLAHE,zb1246,B5,abierto,0.236615,abierto,0.242089,abierto,TN
CLAHE,zb1246,B10,abierto,0.236615,abierto,0.233498,abierto,TN
CLAHE,zb1246,B15,abierto,0.236615,abierto,0.230845,abierto,TN
CLAHE,zb1246,B25,abierto,0.236615,abierto,0.229287,abierto,TN
CLAHE,zb1246,B40,abierto,0.236615,abierto,0.230744,abierto,TN
CLAHE,zc0027,B5,abierto,0.307631,abierto,0.281513,abierto,TN
CLAHE,zc0027,B10,abierto,0.307631,abierto,0.28967,abierto,TN
CLAHE,zc0027,B15,abierto,0.307631,abierto,0.298674,abierto,TN
CLAHE,zc0027,B25,abierto,0.307631,abierto,0.312627,abierto,TN
CLAHE,zc0027,B40,abierto,0.307631,abierto,0.306757,abierto,TN
CLAHE,zc0102,B5,abierto,0.28996,abierto,0.286465,abierto,TN
CLAHE,zc0102,B10,abierto,0.28996,abierto,0.276644,abierto,TN
CLAHE,zc0102,B15,abierto,0.28996,abierto,0.276296,abierto,TN
CLAHE,zc0102,B25,abierto,0.28996,abierto,0.292824,abierto,TN
CLAHE,zc0102,B40,abierto,0.28996,abierto,0.288478,abierto,TN
CLAHE,zc0189,B5,abierto,0.294965,abierto,0.286353,abierto,TN
CLAHE,zc0189,B10,abierto,0.294965,abierto,0.287195,abierto,TN
CLAHE,zc0189,B15,abierto,0.294965,abierto,0.283438,abierto,TN
CLAHE,zc0189,B25,abierto,0.294965,abierto,0.29163,abierto,TN
CLAHE,zc0189,B40,abierto,0.294965,abierto,0.295202,abierto,TN
CLAHE,zc0386,B5,abierto,0.300409,abierto,0.306012,abierto,TN
CLAHE,zc0386,B10,abierto,0.300409,abierto,0.291754,abierto,TN
CLAHE,zc0386,B15,abierto,0.300409,abierto,0.301796,abierto,TN
CLAHE,zc0386,B25,abierto,0.300409,abierto,0.304792,abierto,TN
CLAHE,zc0386,B40,abierto,0.300409,abierto,0.308721,abierto,TN
CLAHE,zc0442,B5,abierto,0.304034,abierto,0.28913,abierto,TN
CLAHE,zc0442,B10,abierto,0.304034,abierto,0.29848,abierto,TN
CLAHE,zc0442,B15,abierto,0.304034,abierto,0.292051,abierto,TN
CLAHE,zc0442,B25,abierto,0.304034,abierto,0.301826,abierto,TN
CLAHE,zc0442,B40,abierto,0.304034,abierto,0.29973,abierto,TN
CLAHE,zc0507,B5,abierto,0.298926,abierto,0.276658,abierto,TN
CLAHE,zc0507,B10,abierto,0.298926,abierto,0.289039,abierto,TN
CLAHE,zc0507,B15,abierto,0.298926,abierto,0.297443,abierto,TN
CLAHE,zc0507,B25,abierto,0.298926,abierto,0.296276,abierto,TN
CLAHE,zc0507,B40,abierto,0.298926,abierto,0.298885,abierto,TN
CLAHE,zc0686,B5,abierto,0.300033,abierto,0.286316,abierto,TN
CLAHE,zc0686,B10,abierto,0.300033,abierto,0.290918,abierto,TN
CLAHE,zc0686,B15,abierto,0.300033,abierto,0.288861,abierto,TN
CLAHE,zc0686,B25,abierto,0.300033,abierto,0.283416,abierto,TN
CLAHE,zc0686,B40,abierto,0.300033,abierto,0.286073,abierto,TN
CLAHE,zc0809,B5,abierto,0.30899,abierto,0.296388,abierto,TN
CLAHE,zc0809,B10,abierto,0.30899,abierto,0.299171,abierto,TN
CLAHE,zc0809,B15,abierto,0.30899,abierto,0.283673,abierto,TN
CLAHE,zc0809,B25,abierto,0.30899,abierto,0.292071,abierto,TN
CLAHE,zc0809,B40,abierto,0.30899,abierto,0.286391,abierto,TN
CLAHE,zc0813,B5,abierto,0.2834,abierto,0.26986,abierto,TN
CLAHE,zc0813,B10,abierto,0.2834,abierto,0.280331,abierto,TN
CLAHE,zc0813,B15,abierto,0.2834,abierto,0.266608,abierto,TN
CLAHE,zc0813,B25,abierto,0.2834,abierto,0.264874,abierto,TN
CLAHE,zc0813,B40,abierto,0.2834,abierto,0.277646,abierto,TN
CLAHE,zc0842,B5,abierto,0.312288,abierto,0.291592,abierto,TN
CLAHE,zc0842,B10,abierto,0.312288,abierto,0.287338,abierto,TN
CLAHE,zc0842,B15,abierto,0.312288,abierto,0.276632,abierto,TN
CLAHE,zc0842,B25,abierto,0.312288,abierto,0.290657,abierto,TN
CLAHE,zc0842,B40,abierto,0.312288,abierto,0.29108,abierto,TN
CLAHE,zc0852,B5,abierto,0.299491,abierto,0.278931,abierto,TN
CLAHE,zc0852,B10,abierto,0.299491,abierto,0.295007,abierto,TN
CLAHE,zc0852,B15,abierto,0.299491,abierto,0.284426,abierto,TN
CLAHE,zc0852,B25,abierto,0.299491,abierto,0.303935,abierto,TN
CLAHE,zc0852,B40,abierto,0.299491,abierto,0.308883,abierto,TN
CLAHE,zc1127,B5,abierto,0.292988,abierto,0.285806,abierto,TN
CLAHE,zc1127,B10,abierto,0.292988,abierto,0.291667,abierto,TN
CLAHE,zc1127,B15,abierto,0.292988,abierto,0.279377,abierto,TN
CLAHE,zc1127,B25,abierto,0.292988,abierto,0.282415,abierto,TN
CLAHE,zc1127,B40,abierto,0.292988,abierto,0.301006,abierto,TN
CLAHE,zc1135,B5,abierto,0.285628,abierto,0.283288,abierto,TN
CLAHE,zc1135,B10,abierto,0.285628,abierto,0.288677,abierto,TN
CLAHE,zc1135,B15,abierto,0.285628,abierto,0.280396,abierto,TN
CLAHE,zc1135,B25,abierto,0.285628,abierto,0.284542,abierto,TN
CLAHE,zc1135,B40,abierto,0.285628,abierto,0.287392,abierto,TN
CLAHE,zc1176,B5,abierto,0.303197,abierto,0.284914,abierto,TN
CLAHE,zc1176,B10,abierto,0.303197,abierto,0.296887,abierto,TN
CLAHE,zc1176,B15,abierto,0.303197,abierto,0.300416,abierto,TN
CLAHE,zc1176,B25,abierto,0.303197,abierto,0.293729,abierto,TN
CLAHE,zc1176,B40,abierto,0.303197,abierto,0.306599,abierto,TN
CLAHE,zc1181,B5,abierto,0.295334,abierto,0.301824,abierto,TN
CLAHE,zc1181,B10,abierto,0.295334,abierto,0.283206,abierto,TN
CLAHE,zc1181,B15,abierto,0.295334,abierto,0.291926,abierto,TN
CLAHE,zc1181,B25,abierto,0.295334,abierto,0.291818,abierto,TN
CLAHE,zc1181,B40,abierto,0.295334,abierto,0.297171,abierto,TN
CLAHE,zc1316,B5,abierto,0.290126,abierto,0.283002,abierto,TN
CLAHE,zc1316,B10,abierto,0.290126,abierto,0.291269,abierto,TN
CLAHE,zc1316,B15,abierto,0.290126,abierto,0.286345,abierto,TN
CLAHE,zc1316,B25,abierto,0.290126,abierto,0.280816,abierto,TN
CLAHE,zc1316,B40,abierto,0.290126,abierto,0.291851,abierto,TN
CLAHE,zc1434,B5,abierto,0.312443,abierto,0.277053,abierto,TN
CLAHE,zc1434,B10,abierto,0.312443,abierto,0.284672,abierto,TN
CLAHE,zc1434,B15,abierto,0.312443,abierto,0.28552,abierto,TN
CLAHE,zc1434,B25,abierto,0.312443,abierto,0.287829,abierto,TN
CLAHE,zc1434,B40,abierto,0.312443,abierto,0.281906,abierto,TN
CLAHE,zc1452,B5,abierto,0.292933,abierto,0.277503,abierto,TN
CLAHE,zc1452,B10,abierto,0.292933,abierto,0.301281,abierto,TN
CLAHE,zc1452,B15,abierto,0.292933,abierto,0.28453,abierto,TN
CLAHE,zc1452,B25,abierto,0.292933,abierto,0.29029,abierto,TN
CLAHE,zc1452,B40,abierto,0.292933,abierto,0.297572,abierto,TN
CLAHE,zc1490,B5,abierto,0.295927,abierto,0.282069,abierto,TN
CLAHE,zc1490,B10,abierto,0.295927,abierto,0.27577,abierto,TN
CLAHE,zc1490,B15,abierto,0.295927,abierto,0.281602,abierto,TN
CLAHE,zc1490,B25,abierto,0.295927,abierto,0.278168,abierto,TN
CLAHE,zc1490,B40,abierto,0.295927,abierto,0.28822,abierto,TN
CLAHE,zc1576,B5,abierto,0.297967,abierto,0.289529,abierto,TN
CLAHE,zc1576,B10,abierto,0.297967,abierto,0.281367,abierto,TN
CLAHE,zc1576,B15,abierto,0.297967,abierto,0.275113,abierto,TN
CLAHE,zc1576,B25,abierto,0.297967,abierto,0.280076,abierto,TN
CLAHE,zc1576,B40,abierto,0.297967,abierto,0.295407,abierto,TN
CLAHE,zc1667,B5,abierto,0.301011,abierto,0.296898,abierto,TN
CLAHE,zc1667,B10,abierto,0.301011,abierto,0.283188,abierto,TN
CLAHE,zc1667,B15,abierto,0.301011,abierto,0.28262,abierto,TN
CLAHE,zc1667,B25,abierto,0.301011,abierto,0.282679,abierto,TN
CLAHE,zc1667,B40,abierto,0.301011,abierto,0.281094,abierto,TN
GAMMA,closed_eye_0002.jpg_face_2,B5,cerrado,0.108019,cerrado,0.144051,cerrado,TP
GAMMA,closed_eye_0002.jpg_face_2,B10,cerrado,0.108019,cerrado,0.0956,cerrado,TP
GAMMA,closed_eye_0002.jpg_face_2,B15,cerrado,0.108019,cerrado,0.078749,cerrado,TP
GAMMA,closed_eye_0002.jpg_face_2,B25,cerrado,0.108019,cerrado,0.091679,cerrado,TP
GAMMA,closed_eye_0002.jpg_face_2,B40,cerrado,0.108019,cerrado,0.075035,cerrado,TP
GAMMA,closed_eye_0003.jpg_face_2,B5,cerrado,0.062583,cerrado,,no_det,no_det
GAMMA,closed_eye_0003.jpg_face_2,B10,cerrado,0.062583,cerrado,,no_det,no_det
GAMMA,closed_eye_0003.jpg_face_2,B15,cerrado,0.062583,cerrado,,no_det,no_det
GAMMA,closed_eye_0003.jpg_face_2,B25,cerrado,0.062583,cerrado,,no_det,no_det
GAMMA,closed_eye_0003.jpg_face_2,B40,cerrado,0.062583,cerrado,0.073982,cerrado,TP
GAMMA,closed_eye_0007.jpg_face_1,B5,cerrado,0.032973,cerrado,0.085877,cerrado,TP
GAMMA,closed_eye_0007.jpg_face_1,B10,cerrado,0.032973,cerrado,0.032322,cerrado,TP
GAMMA,closed_eye_0007.jpg_face_1,B15,cerrado,0.032973,cerrado,0.026503,cerrado,TP
GAMMA,closed_eye_0007.jpg_face_1,B25,cerrado,0.032973,cerrado,0.028517,cerrado,TP
GAMMA,closed_eye_0007.jpg_face_1,B40,cerrado,0.032973,cerrado,0.022301,cerrado,TP
GAMMA,closed_eye_0013.BMP_face_1,B5,cerrado,0.100251,cerrado,0.079341,cerrado,TP
GAMMA,closed_eye_0013.BMP_face_1,B10,cerrado,0.100251,cerrado,0.070648,cerrado,TP
GAMMA,closed_eye_0013.BMP_face_1,B15,cerrado,0.100251,cerrado,0.070642,cerrado,TP
GAMMA,closed_eye_0013.BMP_face_1,B25,cerrado,0.100251,cerrado,0.067572,cerrado,TP
GAMMA,closed_eye_0013.BMP_face_1,B40,cerrado,0.100251,cerrado,0.061849,cerrado,TP
GAMMA,closed_eye_0015.jpg_face_1,B5,cerrado,0.044322,cerrado,0.04489,cerrado,TP
GAMMA,closed_eye_0015.jpg_face_1,B10,cerrado,0.044322,cerrado,0.045591,cerrado,TP
GAMMA,closed_eye_0015.jpg_face_1,B15,cerrado,0.044322,cerrado,0.052701,cerrado,TP
GAMMA,closed_eye_0015.jpg_face_1,B25,cerrado,0.044322,cerrado,0.043902,cerrado,TP
GAMMA,closed_eye_0015.jpg_face_1,B40,cerrado,0.044322,cerrado,0.027064,cerrado,TP
GAMMA,closed_eye_0019.jpg_face_1,B5,cerrado,0.028059,cerrado,0.134435,cerrado,TP
GAMMA,closed_eye_0019.jpg_face_1,B10,cerrado,0.028059,cerrado,0.077915,cerrado,TP
GAMMA,closed_eye_0019.jpg_face_1,B15,cerrado,0.028059,cerrado,0.080699,cerrado,TP
GAMMA,closed_eye_0019.jpg_face_1,B25,cerrado,0.028059,cerrado,0.065206,cerrado,TP
GAMMA,closed_eye_0019.jpg_face_1,B40,cerrado,0.028059,cerrado,0.039538,cerrado,TP
GAMMA,closed_eye_0030.jpg_face_2,B5,cerrado,0.057203,cerrado,0.070071,cerrado,TP
GAMMA,closed_eye_0030.jpg_face_2,B10,cerrado,0.057203,cerrado,0.071334,cerrado,TP
GAMMA,closed_eye_0030.jpg_face_2,B15,cerrado,0.057203,cerrado,0.062694,cerrado,TP
GAMMA,closed_eye_0030.jpg_face_2,B25,cerrado,0.057203,cerrado,0.064499,cerrado,TP
GAMMA,closed_eye_0030.jpg_face_2,B40,cerrado,0.057203,cerrado,0.062164,cerrado,TP
GAMMA,closed_eye_0032.jpg_face_1,B5,cerrado,0.03677,cerrado,0.050781,cerrado,TP
GAMMA,closed_eye_0032.jpg_face_1,B10,cerrado,0.03677,cerrado,0.044204,cerrado,TP
GAMMA,closed_eye_0032.jpg_face_1,B15,cerrado,0.03677,cerrado,0.038815,cerrado,TP
GAMMA,closed_eye_0032.jpg_face_1,B25,cerrado,0.03677,cerrado,0.037955,cerrado,TP
GAMMA,closed_eye_0032.jpg_face_1,B40,cerrado,0.03677,cerrado,0.034125,cerrado,TP
GAMMA,closed_eye_0033.jpg_face_2,B5,cerrado,0.103117,cerrado,0.154225,cerrado,TP
GAMMA,closed_eye_0033.jpg_face_2,B10,cerrado,0.103117,cerrado,0.142625,cerrado,TP
GAMMA,closed_eye_0033.jpg_face_2,B15,cerrado,0.103117,cerrado,0.128473,cerrado,TP
GAMMA,closed_eye_0033.jpg_face_2,B25,cerrado,0.103117,cerrado,0.13242,cerrado,TP
GAMMA,closed_eye_0033.jpg_face_2,B40,cerrado,0.103117,cerrado,0.11113,cerrado,TP
GAMMA,closed_eye_0053.jpg_face_3,B5,cerrado,0.068393,cerrado,0.080771,cerrado,TP
GAMMA,closed_eye_0053.jpg_face_3,B10,cerrado,0.068393,cerrado,0.125412,cerrado,TP
GAMMA,closed_eye_0053.jpg_face_3,B15,cerrado,0.068393,cerrado,0.111314,cerrado,TP
GAMMA,closed_eye_0053.jpg_face_3,B25,cerrado,0.068393,cerrado,0.090606,cerrado,TP
GAMMA,closed_eye_0053.jpg_face_3,B40,cerrado,0.068393,cerrado,0.095946,cerrado,TP
GAMMA,closed_eye_0059.jpg_face_2,B5,cerrado,0.10055,cerrado,0.122675,cerrado,TP
GAMMA,closed_eye_0059.jpg_face_2,B10,cerrado,0.10055,cerrado,0.109232,cerrado,TP
GAMMA,closed_eye_0059.jpg_face_2,B15,cerrado,0.10055,cerrado,0.099015,cerrado,TP
GAMMA,closed_eye_0059.jpg_face_2,B25,cerrado,0.10055,cerrado,0.09965,cerrado,TP
GAMMA,closed_eye_0059.jpg_face_2,B40,cerrado,0.10055,cerrado,0.093999,cerrado,TP
GAMMA,closed_eye_0060.jpg_face_1,B5,cerrado,0.047151,cerrado,0.055317,cerrado,TP
GAMMA,closed_eye_0060.jpg_face_1,B10,cerrado,0.047151,cerrado,0.044951,cerrado,TP
GAMMA,closed_eye_0060.jpg_face_1,B15,cerrado,0.047151,cerrado,0.045991,cerrado,TP
GAMMA,closed_eye_0060.jpg_face_1,B25,cerrado,0.047151,cerrado,0.038774,cerrado,TP
GAMMA,closed_eye_0060.jpg_face_1,B40,cerrado,0.047151,cerrado,0.033782,cerrado,TP
GAMMA,closed_eye_0068.jpg_face_1,B5,cerrado,0.047283,cerrado,0.09966,cerrado,TP
GAMMA,closed_eye_0068.jpg_face_1,B10,cerrado,0.047283,cerrado,0.069503,cerrado,TP
GAMMA,closed_eye_0068.jpg_face_1,B15,cerrado,0.047283,cerrado,0.076261,cerrado,TP
GAMMA,closed_eye_0068.jpg_face_1,B25,cerrado,0.047283,cerrado,0.056094,cerrado,TP
GAMMA,closed_eye_0068.jpg_face_1,B40,cerrado,0.047283,cerrado,0.063216,cerrado,TP
GAMMA,closed_eye_0077.jpg_face_1,B5,cerrado,0.062263,cerrado,0.049243,cerrado,TP
GAMMA,closed_eye_0077.jpg_face_1,B10,cerrado,0.062263,cerrado,0.054131,cerrado,TP
GAMMA,closed_eye_0077.jpg_face_1,B15,cerrado,0.062263,cerrado,0.050392,cerrado,TP
GAMMA,closed_eye_0077.jpg_face_1,B25,cerrado,0.062263,cerrado,0.054521,cerrado,TP
GAMMA,closed_eye_0077.jpg_face_1,B40,cerrado,0.062263,cerrado,0.054838,cerrado,TP
GAMMA,closed_eye_0086.jpg_face_2,B5,cerrado,0.055506,cerrado,0.073009,cerrado,TP
GAMMA,closed_eye_0086.jpg_face_2,B10,cerrado,0.055506,cerrado,0.059843,cerrado,TP
GAMMA,closed_eye_0086.jpg_face_2,B15,cerrado,0.055506,cerrado,0.052693,cerrado,TP
GAMMA,closed_eye_0086.jpg_face_2,B25,cerrado,0.055506,cerrado,0.052351,cerrado,TP
GAMMA,closed_eye_0086.jpg_face_2,B40,cerrado,0.055506,cerrado,0.057516,cerrado,TP
GAMMA,closed_eye_0091.jpg_face_1,B5,cerrado,0.050929,cerrado,0.054953,cerrado,TP
GAMMA,closed_eye_0091.jpg_face_1,B10,cerrado,0.050929,cerrado,0.057559,cerrado,TP
GAMMA,closed_eye_0091.jpg_face_1,B15,cerrado,0.050929,cerrado,0.055912,cerrado,TP
GAMMA,closed_eye_0091.jpg_face_1,B25,cerrado,0.050929,cerrado,0.059204,cerrado,TP
GAMMA,closed_eye_0091.jpg_face_1,B40,cerrado,0.050929,cerrado,0.052178,cerrado,TP
GAMMA,closed_eye_0093.jpg_face_1,B5,cerrado,0.078215,cerrado,0.100936,cerrado,TP
GAMMA,closed_eye_0093.jpg_face_1,B10,cerrado,0.078215,cerrado,0.122724,cerrado,TP
GAMMA,closed_eye_0093.jpg_face_1,B15,cerrado,0.078215,cerrado,0.109278,cerrado,TP
GAMMA,closed_eye_0093.jpg_face_1,B25,cerrado,0.078215,cerrado,0.101999,cerrado,TP
GAMMA,closed_eye_0093.jpg_face_1,B40,cerrado,0.078215,cerrado,0.095442,cerrado,TP
GAMMA,closed_eye_0095.jpg_face_1,B5,cerrado,0.054832,cerrado,,no_det,no_det
GAMMA,closed_eye_0095.jpg_face_1,B10,cerrado,0.054832,cerrado,,no_det,no_det
GAMMA,closed_eye_0095.jpg_face_1,B15,cerrado,0.054832,cerrado,0.063909,cerrado,TP
GAMMA,closed_eye_0095.jpg_face_1,B25,cerrado,0.054832,cerrado,0.065173,cerrado,TP
GAMMA,closed_eye_0095.jpg_face_1,B40,cerrado,0.054832,cerrado,0.051931,cerrado,TP
GAMMA,closed_eye_0097.jpg_face_4,B5,cerrado,0.02637,cerrado,0.17118,abierto,FN
GAMMA,closed_eye_0097.jpg_face_4,B10,cerrado,0.02637,cerrado,,no_det,no_det
GAMMA,closed_eye_0097.jpg_face_4,B15,cerrado,0.02637,cerrado,,no_det,no_det
GAMMA,closed_eye_0097.jpg_face_4,B25,cerrado,0.02637,cerrado,0.039782,cerrado,TP
GAMMA,closed_eye_0097.jpg_face_4,B40,cerrado,0.02637,cerrado,0.052754,cerrado,TP
GAMMA,closed_eye_0105.jpg_face_2,B5,cerrado,0.07693,cerrado,0.132864,cerrado,TP
GAMMA,closed_eye_0105.jpg_face_2,B10,cerrado,0.07693,cerrado,0.132976,cerrado,TP
GAMMA,closed_eye_0105.jpg_face_2,B15,cerrado,0.07693,cerrado,0.12759,cerrado,TP
GAMMA,closed_eye_0105.jpg_face_2,B25,cerrado,0.07693,cerrado,0.099715,cerrado,TP
GAMMA,closed_eye_0105.jpg_face_2,B40,cerrado,0.07693,cerrado,0.091706,cerrado,TP
GAMMA,closed_eye_0139.jpg_face_1,B5,cerrado,0.065564,cerrado,0.077687,cerrado,TP
GAMMA,closed_eye_0139.jpg_face_1,B10,cerrado,0.065564,cerrado,0.04799,cerrado,TP
